id_lokasi;waktu;suhu_minimum;suhu_maksimum;kelembapan_minimum;kelembapan_maksimum;kelembapan_udara;suhu_udara;cuaca;arah_angin;kecepatan_angin
5008235;18/12/2023 03:00;;;;;60;26;0;S;10
5008235;18/12/2023 06:00;;;;;55;33;0;S;30
5008235;18/12/2023 09:00;;;;;75;24;1;S;30
5008235;18/12/2023 12:00;20;33;55;95;85;22;1;SW;20
5008235;18/12/2023 15:00;;;;;80;22;1;SW;10
5008235;18/12/2023 18:00;;;;;90;25;1;S;10
5008235;18/12/2023 21:00;;;;;95;20;3;NW;0
5008235;19/12/2023 00:00;;;;;85;22;1;SW;10
5008235;19/12/2023 03:00;;;;;70;26;0;SW;20
5008235;19/12/2023 06:00;;;;;55;33;1;SW;30
5008235;19/12/2023 09:00;;;;;60;26;0;SW;30
5008235;19/12/2023 12:00;22;33;55;85;80;22;1;SW;20
5008235;19/12/2023 15:00;;;;;85;22;1;SW;10
5008235;19/12/2023 18:00;;;;;85;24;1;SW;10
5008235;19/12/2023 21:00;;;;;85;24;1;SW;10
5008235;20/12/2023 00:00;;;;;85;23;1;SW;10
5008235;20/12/2023 03:00;;;;;75;25;1;SE;20
5008235;20/12/2023 06:00;;;;;65;27;1;S;20
5008235;20/12/2023 09:00;;;;;75;25;1;SE;10
5008235;20/12/2023 12:00;20;27;65;85;80;22;1;S;10
5008235;20/12/2023 15:00;;;;;80;21;1;S;10
5008235;20/12/2023 18:00;;;;;80;20;0;SW;10
5008235;20/12/2023 21:00;;;;;80;20;1;SW;10
5008235;21/12/2023 00:00;;;;;80;23;0;S;0
5008235;21/12/2023 06:00;;;;;70;27;1;S;20
5008235;21/12/2023 12:00;22;27;70;90;85;23;1;SW;10
5008235;21/12/2023 18:00;;;;;90;22;3;W;0
5008235;22/12/2023 00:00;;;;;85;23;1;S;0
5008235;22/12/2023 06:00;;;;;70;28;0;S;10
5008235;22/12/2023 12:00;22;28;70;95;90;23;3;SW;10
5008235;22/12/2023 18:00;;;;;95;22;3;SW;0
5008235;23/12/2023 00:00;;;;;95;23;3;SW;10
5008235;23/12/2023 06:00;;;;;65;28;0;S;10
5008235;23/12/2023 12:00;22;28;65;95;85;23;0;W;0
5008235;23/12/2023 18:00;;;;;85;22;0;W;0
5008235;24/12/2023 00:00;;;;;90;23;1;S;10
5008235;24/12/2023 06:00;;;;;75;28;60;S;10
5008235;24/12/2023 12:00;22;28;75;95;85;23;3;SW;10
5008235;24/12/2023 18:00;;;;;95;22;3;SW;0
5008314;18/12/2023 00:00;;;;;95;19;0;S;10
5008314;18/12/2023 03:00;;;;;80;22;1;S;10
5008314;18/12/2023 06:00;;;;;65;27;0;S;30
5008314;18/12/2023 09:00;;;;;80;21;95;S;30
5008314;18/12/2023 12:00;15;27;65;95;90;19;45;SW;20
5008314;18/12/2023 15:00;;;;;90;17;45;SW;10
5008314;18/12/2023 18:00;;;;;95;19;3;S;10
5008314;18/12/2023 21:00;;;;;95;15;3;SE;10
5008314;19/12/2023 00:00;;;;;85;18;3;S;10
5008314;19/12/2023 03:00;;;;;70;24;1;S;20
5008314;19/12/2023 06:00;;;;;65;28;1;S;30
5008314;19/12/2023 09:00;;;;;70;24;1;S;30
5008314;19/12/2023 12:00;16;28;65;95;90;16;3;S;20
5008314;19/12/2023 15:00;;;;;95;16;1;S;10
5008314;19/12/2023 18:00;;;;;95;16;3;S;10
5008314;19/12/2023 21:00;;;;;95;16;1;S;10
5008314;20/12/2023 00:00;;;;;90;18;1;SW;10
5008314;20/12/2023 03:00;;;;;75;21;1;SE;20
5008314;20/12/2023 06:00;;;;;70;29;0;E;30
5008314;20/12/2023 09:00;;;;;90;19;1;SE;10
5008314;20/12/2023 12:00;16;29;70;100;100;16;3;S;10
5008314;20/12/2023 15:00;;;;;95;16;1;S;10
5008314;20/12/2023 18:00;;;;;95;16;3;SW;10
5008314;20/12/2023 21:00;;;;;95;16;1;SW;10
5008314;21/12/2023 00:00;;;;;90;19;1;N;0
5008314;21/12/2023 06:00;;;;;85;21;60;N;0
5008314;21/12/2023 12:00;17;21;85;100;100;18;45;N;0
5008314;21/12/2023 18:00;;;;;100;17;45;E;0
5008314;22/12/2023 00:00;;;;;100;18;3;E;0
5008314;22/12/2023 06:00;;;;;85;22;1;E;10
5008314;22/12/2023 12:00;18;22;85;100;100;18;45;E;10
5008314;22/12/2023 18:00;;;;;100;18;45;S;0
5008314;23/12/2023 00:00;;;;;100;18;45;SE;10
5008314;23/12/2023 06:00;;;;;70;23;1;SE;10
5008314;23/12/2023 12:00;17;23;70;100;100;18;45;NE;0
5008314;23/12/2023 18:00;;;;;100;17;45;N;0
5008314;24/12/2023 00:00;;;;;95;19;60;N;0
5008314;24/12/2023 06:00;;;;;85;21;60;E;10
5008314;24/12/2023 12:00;16;21;85;100;100;18;45;NE;0
5008314;24/12/2023 18:00;;;;;100;16;45;N;0
5008317;18/12/2023 00:00;;;;;85;25;0;S;10
5008317;18/12/2023 03:00;;;;;60;30;0;S;10
5008317;18/12/2023 06:00;;;;;55;30;0;S;30
5008317;18/12/2023 09:00;;;;;60;30;3;S;30
5008317;18/12/2023 12:00;21;30;55;95;75;25;3;SW;20
5008317;18/12/2023 15:00;;;;;80;23;1;SW;10
5008317;18/12/2023 18:00;;;;;95;22;1;S;10
5008317;18/12/2023 21:00;;;;;95;21;1;E;10
5008317;19/12/2023 00:00;;;;;75;25;1;SW;10
5008317;19/12/2023 03:00;;;;;60;30;0;SW;20
5008317;19/12/2023 06:00;;;;;55;31;1;SW;30
5008317;19/12/2023 09:00;;;;;60;29;1;SW;30
5008317;19/12/2023 12:00;22;31;55;90;80;26;1;SW;20
5008317;19/12/2023 15:00;;;;;85;23;0;SW;10
5008317;19/12/2023 18:00;;;;;90;22;1;SW;10
5008317;19/12/2023 21:00;;;;;90;22;1;SW;10
5008317;20/12/2023 00:00;;;;;70;26;1;SW;10
5008317;20/12/2023 03:00;;;;;50;30;1;SE;20
5008317;20/12/2023 06:00;;;;;50;31;0;S;20
5008317;20/12/2023 09:00;;;;;55;29;0;SE;10
5008317;20/12/2023 12:00;21;31;50;80;60;26;1;S;10
5008317;20/12/2023 15:00;;;;;70;24;0;S;10
5008317;20/12/2023 18:00;;;;;75;22;0;SW;10
5008317;20/12/2023 21:00;;;;;80;21;1;SW;10
5008317;21/12/2023 00:00;;;;;65;26;1;E;10
5008317;21/12/2023 06:00;;;;;50;32;1;S;20
5008317;21/12/2023 12:00;23;32;50;80;70;26;0;S;10
5008317;21/12/2023 18:00;;;;;80;23;3;E;0
5008317;22/12/2023 00:00;;;;;75;26;3;SE;10
5008317;22/12/2023 06:00;;;;;60;31;1;S;20
5008317;22/12/2023 12:00;24;31;60;80;70;27;3;SE;10
5008317;22/12/2023 18:00;;;;;80;24;3;E;0
5008317;23/12/2023 00:00;;;;;75;27;3;SE;20
5008317;23/12/2023 06:00;;;;;55;32;0;S;20
5008317;23/12/2023 12:00;23;32;55;85;75;26;0;SE;10
5008317;23/12/2023 18:00;;;;;85;23;0;E;0
5008317;24/12/2023 00:00;;;;;80;26;3;SE;10
5008317;24/12/2023 06:00;;;;;55;32;0;S;20
5008317;24/12/2023 12:00;24;32;55;85;75;27;1;S;10
5008317;24/12/2023 18:00;;;;;85;24;1;SE;0
5008404;18/12/2023 00:00;;;;;85;26;0;S;10
5008404;18/12/2023 03:00;;;;;60;30;0;S;10
5008404;18/12/2023 06:00;;;;;60;30;0;S;30
5008404;18/12/2023 09:00;;;;;60;28;0;S;30
5008404;18/12/2023 12:00;23;30;60;95;70;25;0;SW;20
5008404;18/12/2023 15:00;;;;;80;24;1;SW;10
5008404;18/12/2023 18:00;;;;;95;23;1;S;10
5008404;18/12/2023 21:00;;;;;95;24;3;S;20
5008404;19/12/2023 00:00;;;;;85;26;0;SW;10
5008404;19/12/2023 03:00;;;;;70;30;0;SW;20
5008404;19/12/2023 06:00;;;;;60;30;1;SW;30
5008404;19/12/2023 09:00;;;;;65;29;1;SW;30
5008404;19/12/2023 12:00;23;30;60;95;85;25;0;SW;20
5008404;19/12/2023 15:00;;;;;90;24;1;SW;10
5008404;19/12/2023 18:00;;;;;95;23;0;SW;10
5008404;19/12/2023 21:00;;;;;95;23;0;SW;10
5008404;20/12/2023 00:00;;;;;70;26;0;SW;10
5008404;20/12/2023 03:00;;;;;55;30;0;SE;20
5008404;20/12/2023 06:00;;;;;50;32;1;SE;20
5008404;20/12/2023 09:00;;;;;60;29;0;SE;10
5008404;20/12/2023 12:00;23;32;50;70;65;26;1;S;10
5008404;20/12/2023 15:00;;;;;70;24;0;S;10
5008404;20/12/2023 18:00;;;;;70;24;1;SW;10
5008404;20/12/2023 21:00;;;;;70;23;1;SW;10
5008404;21/12/2023 00:00;;;;;65;27;0;S;10
5008404;21/12/2023 06:00;;;;;50;33;0;S;10
5008404;21/12/2023 12:00;24;33;50;75;70;26;0;S;20
5008404;21/12/2023 18:00;;;;;75;24;1;S;10
5008404;22/12/2023 00:00;;;;;70;27;0;S;20
5008404;22/12/2023 06:00;;;;;45;35;0;SE;10
5008404;22/12/2023 12:00;25;35;45;85;75;27;0;S;20
5008404;22/12/2023 18:00;;;;;85;25;1;S;10
5008404;23/12/2023 00:00;;;;;80;27;0;S;30
5008404;23/12/2023 06:00;;;;;45;34;1;S;20
5008404;23/12/2023 12:00;25;34;45;80;75;26;1;S;20
5008404;23/12/2023 18:00;;;;;80;25;1;S;10
5008404;24/12/2023 00:00;;;;;70;27;0;S;20
5008404;24/12/2023 06:00;;;;;50;34;1;NE;10
5008404;24/12/2023 12:00;25;34;50;80;75;27;60;S;10
5008404;24/12/2023 18:00;;;;;80;25;3;S;10
5008330;18/12/2023 00:00;;;;;95;19;0;S;10
5008330;18/12/2023 03:00;;;;;80;27;0;S;10
5008330;18/12/2023 06:00;;;;;65;30;0;S;30
5008330;18/12/2023 09:00;;;;;85;27;60;S;30
5008330;18/12/2023 12:00;16;30;65;95;80;23;1;SW;20
5008330;18/12/2023 15:00;;;;;90;21;1;SW;10
5008330;18/12/2023 18:00;;;;;95;19;1;S;10
5008330;18/12/2023 21:00;;;;;95;16;1;W;0
5008330;19/12/2023 00:00;;;;;85;22;0;SW;10
5008330;19/12/2023 03:00;;;;;70;27;0;SW;20
5008330;19/12/2023 06:00;;;;;55;31;3;SW;30
5008330;19/12/2023 09:00;;;;;60;27;1;SW;30
5008330;19/12/2023 12:00;20;31;55;90;80;23;1;SW;20
5008330;19/12/2023 15:00;;;;;85;22;0;SW;10
5008330;19/12/2023 18:00;;;;;90;20;0;SW;10
5008330;19/12/2023 21:00;;;;;90;20;1;SW;10
5008330;20/12/2023 00:00;;;;;80;23;1;SW;10
5008330;20/12/2023 03:00;;;;;60;28;1;SE;20
5008330;20/12/2023 06:00;;;;;50;30;0;E;30
5008330;20/12/2023 09:00;;;;;55;28;1;SE;10
5008330;20/12/2023 12:00;20;30;50;80;70;23;1;S;10
5008330;20/12/2023 15:00;;;;;75;21;0;S;10
5008330;20/12/2023 18:00;;;;;80;21;1;SW;10
5008330;20/12/2023 21:00;;;;;80;20;1;SW;10
5008330;21/12/2023 00:00;;;;;80;23;1;N;0
5008330;21/12/2023 06:00;;;;;55;31;0;S;10
5008330;21/12/2023 12:00;21;31;55;90;75;24;1;S;10
5008330;21/12/2023 18:00;;;;;90;21;1;NW;0
5008330;22/12/2023 00:00;;;;;85;23;3;N;0
5008330;22/12/2023 06:00;;;;;50;30;0;SE;10
5008330;22/12/2023 12:00;22;30;50;95;80;25;3;S;10
5008330;22/12/2023 18:00;;;;;95;22;3;N;0
5008330;23/12/2023 00:00;;;;;90;24;3;S;10
5008330;23/12/2023 06:00;;;;;50;31;0;S;10
5008330;23/12/2023 12:00;22;31;50;90;75;24;0;S;10
5008330;23/12/2023 18:00;;;;;85;22;1;N;0
5008330;24/12/2023 00:00;;;;;85;24;1;S;0
5008330;24/12/2023 06:00;;;;;50;31;1;SE;10
5008330;24/12/2023 12:00;22;31;50;90;75;25;1;S;10
5008330;24/12/2023 18:00;;;;;90;22;3;N;0
5008236;18/12/2023 00:00;;;;;85;24;1;S;10
5008236;18/12/2023 03:00;;;;;60;30;0;S;10
5008236;18/12/2023 06:00;;;;;60;33;0;S;30
5008236;18/12/2023 09:00;;;;;70;31;3;S;30
5008236;18/12/2023 12:00;21;33;60;95;80;23;1;SW;20
5008236;18/12/2023 15:00;;;;;85;21;1;SW;10
5008236;18/12/2023 18:00;;;;;90;23;1;S;10
5008236;18/12/2023 21:00;;;;;95;22;1;SE;0
5008236;19/12/2023 00:00;;;;;75;25;0;SW;10
5008236;19/12/2023 03:00;;;;;60;28;0;SW;20
5008236;19/12/2023 06:00;;;;;60;33;1;SW;30
5008236;19/12/2023 09:00;;;;;65;26;0;SW;30
5008236;19/12/2023 12:00;22;33;60;90;85;22;0;SW;20
5008236;19/12/2023 15:00;;;;;90;22;1;SW;10
5008236;19/12/2023 18:00;;;;;85;24;1;SW;10
5008236;19/12/2023 21:00;;;;;85;24;1;SW;10
5008236;20/12/2023 00:00;;;;;75;25;1;SW;10
5008236;20/12/2023 03:00;;;;;60;28;3;SE;20
5008236;20/12/2023 06:00;;;;;55;28;1;S;20
5008236;20/12/2023 09:00;;;;;60;26;0;SE;10
5008236;20/12/2023 12:00;21;28;55;80;70;25;0;S;10
5008236;20/12/2023 15:00;;;;;75;22;1;S;10
5008236;20/12/2023 18:00;;;;;80;21;0;SW;10
5008236;20/12/2023 21:00;;;;;75;21;1;SW;10
5008236;21/12/2023 00:00;;;;;70;25;0;S;0
5008236;21/12/2023 06:00;;;;;60;29;0;S;10
5008236;21/12/2023 12:00;23;29;60;80;80;23;1;SE;0
5008236;21/12/2023 18:00;;;;;80;23;3;SE;0
5008236;22/12/2023 00:00;;;;;75;25;3;S;0
5008236;22/12/2023 06:00;;;;;55;31;0;SW;10
5008236;22/12/2023 12:00;22;31;55;85;80;24;1;S;0
5008236;22/12/2023 18:00;;;;;85;22;3;SE;0
5008236;23/12/2023 00:00;;;;;80;25;1;S;0
5008236;23/12/2023 06:00;;;;;55;30;0;S;10
5008236;23/12/2023 12:00;22;30;55;85;80;23;1;SE;0
5008236;23/12/2023 18:00;;;;;85;22;1;SE;0
5008236;24/12/2023 00:00;;;;;80;25;1;SW;0
5008236;24/12/2023 06:00;;;;;60;29;0;SW;10
5008236;24/12/2023 12:00;22;29;60;90;80;24;0;SE;0
5008236;24/12/2023 18:00;;;;;90;22;0;N;0
5008685;18/12/2023 00:00;;;;;90;27;1;S;10
5008685;18/12/2023 03:00;;;;;60;31;1;S;10
5008685;18/12/2023 06:00;;;;;60;33;0;S;30
5008685;18/12/2023 09:00;;;;;65;31;0;S;30
5008685;18/12/2023 12:00;24;33;60;95;75;26;1;SW;20
5008685;18/12/2023 15:00;;;;;75;26;60;SW;10
5008685;18/12/2023 18:00;;;;;95;25;1;S;10
5008685;18/12/2023 21:00;;;;;95;24;1;W;10
5008685;19/12/2023 00:00;;;;;80;28;1;SW;10
5008685;19/12/2023 03:00;;;;;65;31;1;SW;20
5008685;19/12/2023 06:00;;;;;60;33;95;SW;30
5008685;19/12/2023 09:00;;;;;65;31;3;SW;30
5008685;19/12/2023 12:00;24;33;60;90;85;26;1;SW;20
5008685;19/12/2023 15:00;;;;;90;25;1;SW;10
5008685;19/12/2023 18:00;;;;;90;24;1;SW;10
5008685;19/12/2023 21:00;;;;;90;24;1;SW;10
5008685;20/12/2023 00:00;;;;;75;28;1;SW;10
5008685;20/12/2023 03:00;;;;;65;31;1;SE;20
5008685;20/12/2023 06:00;;;;;55;32;1;SE;20
5008685;20/12/2023 09:00;;;;;55;31;1;SE;10
5008685;20/12/2023 12:00;24;32;55;85;75;26;1;S;10
5008685;20/12/2023 15:00;;;;;70;26;0;S;10
5008685;20/12/2023 18:00;;;;;80;25;0;SW;10
5008685;20/12/2023 21:00;;;;;85;24;1;SW;10
5008685;21/12/2023 00:00;;;;;75;29;3;SW;0
5008685;21/12/2023 06:00;;;;;60;32;1;SE;0
5008685;21/12/2023 12:00;25;32;60;80;75;27;0;N;0
5008685;21/12/2023 18:00;;;;;80;25;3;NE;0
5008685;22/12/2023 00:00;;;;;70;29;1;SE;10
5008685;22/12/2023 06:00;;;;;55;33;0;SE;10
5008685;22/12/2023 12:00;26;33;55;75;75;27;0;NE;10
5008685;22/12/2023 18:00;;;;;75;26;1;NE;10
5008685;23/12/2023 00:00;;;;;80;29;1;SW;10
5008685;23/12/2023 06:00;;;;;65;33;1;N;0
5008685;23/12/2023 12:00;27;33;65;80;75;28;1;N;0
5008685;23/12/2023 18:00;;;;;75;27;60;N;0
5008685;24/12/2023 00:00;;;;;80;29;60;E;0
5008685;24/12/2023 06:00;;;;;80;30;3;NW;10
5008685;24/12/2023 12:00;25;30;80;90;85;27;1;NW;10
5008685;24/12/2023 18:00;;;;;90;25;1;SW;0
5008459;18/12/2023 00:00;;;;;85;22;0;S;10
5008459;18/12/2023 03:00;;;;;70;30;0;S;10
5008459;18/12/2023 06:00;;;;;60;33;0;S;30
5008459;18/12/2023 09:00;;;;;60;30;1;S;30
5008459;18/12/2023 12:00;19;33;60;90;90;21;4;SW;20
5008459;18/12/2023 15:00;;;;;80;19;3;SW;10
5008459;18/12/2023 18:00;;;;;90;23;1;S;10
5008459;18/12/2023 21:00;;;;;90;24;3;N;0
5008459;19/12/2023 00:00;;;;;85;22;1;SW;10
5008459;19/12/2023 03:00;;;;;70;26;0;SW;20
5008459;19/12/2023 06:00;;;;;60;33;3;SW;40
5008459;19/12/2023 09:00;;;;;65;24;1;SW;40
5008459;19/12/2023 12:00;20;33;60;90;85;22;1;SW;30
5008459;19/12/2023 15:00;;;;;90;20;1;SW;20
5008459;19/12/2023 18:00;;;;;85;24;0;SW;20
5008459;19/12/2023 21:00;;;;;85;24;0;SW;20
5008459;20/12/2023 00:00;;;;;80;22;1;SW;10
5008459;20/12/2023 03:00;;;;;65;26;1;SE;20
5008459;20/12/2023 06:00;;;;;70;30;1;S;20
5008459;20/12/2023 09:00;;;;;70;24;1;SE;10
5008459;20/12/2023 12:00;19;30;65;85;75;21;1;S;10
5008459;20/12/2023 15:00;;;;;80;20;0;S;10
5008459;20/12/2023 18:00;;;;;80;20;0;SW;10
5008459;20/12/2023 21:00;;;;;85;19;1;SW;10
5008459;21/12/2023 00:00;;;;;80;22;1;SW;0
5008459;21/12/2023 06:00;;;;;70;26;3;S;10
5008459;21/12/2023 12:00;20;26;70;90;85;22;1;W;0
5008459;21/12/2023 18:00;;;;;90;20;1;N;0
5008459;22/12/2023 00:00;;;;;85;23;1;SE;0
5008459;22/12/2023 06:00;;;;;80;26;4;SE;10
5008459;22/12/2023 12:00;21;26;80;95;90;22;4;S;0
5008459;22/12/2023 18:00;;;;;95;21;4;N;0
5008459;23/12/2023 00:00;;;;;95;22;4;E;0
5008459;23/12/2023 06:00;;;;;70;27;0;SE;10
5008459;23/12/2023 12:00;20;27;70;95;90;22;0;E;0
5008459;23/12/2023 18:00;;;;;80;20;0;NW;0
5008459;24/12/2023 00:00;;;;;90;23;1;W;10
5008459;24/12/2023 06:00;;;;;70;27;1;S;10
5008459;24/12/2023 12:00;21;27;70;95;85;22;1;SW;0
5008459;24/12/2023 18:00;;;;;95;21;1;NW;10
5008686;18/12/2023 00:00;;;;;85;28;1;S;10
5008686;18/12/2023 03:00;;;;;65;30;1;S;10
5008686;18/12/2023 06:00;;;;;60;33;1;S;30
5008686;18/12/2023 09:00;;;;;65;30;0;S;30
5008686;18/12/2023 12:00;25;33;60;95;70;28;0;SW;20
5008686;18/12/2023 15:00;;;;;75;28;1;SW;10
5008686;18/12/2023 18:00;;;;;95;25;1;S;10
5008686;18/12/2023 21:00;;;;;70;28;3;S;10
5008686;19/12/2023 00:00;;;;;85;29;3;SW;10
5008686;19/12/2023 03:00;;;;;70;30;1;SW;20
5008686;19/12/2023 06:00;;;;;65;33;1;SW;30
5008686;19/12/2023 09:00;;;;;70;29;1;SW;30
5008686;19/12/2023 12:00;25;33;65;95;90;29;1;SW;20
5008686;19/12/2023 15:00;;;;;95;28;0;SW;10
5008686;19/12/2023 18:00;;;;;90;25;1;SW;10
5008686;19/12/2023 21:00;;;;;90;25;0;SW;10
5008686;20/12/2023 00:00;;;;;65;29;0;SW;10
5008686;20/12/2023 03:00;;;;;60;30;0;SE;20
5008686;20/12/2023 06:00;;;;;60;30;0;SW;20
5008686;20/12/2023 09:00;;;;;60;30;0;SE;10
5008686;20/12/2023 12:00;28;30;60;65;60;29;0;S;10
5008686;20/12/2023 15:00;;;;;60;28;0;S;10
5008686;20/12/2023 18:00;;;;;65;28;1;SW;10
5008686;20/12/2023 21:00;;;;;65;28;0;SW;10
5008686;21/12/2023 00:00;;;;;65;29;1;S;10
5008686;21/12/2023 06:00;;;;;60;30;0;SW;10
5008686;21/12/2023 12:00;28;30;60;70;60;29;0;E;10
5008686;21/12/2023 18:00;;;;;70;28;0;E;0
5008686;22/12/2023 00:00;;;;;75;29;1;E;10
5008686;22/12/2023 06:00;;;;;65;30;3;S;10
5008686;22/12/2023 12:00;28;30;65;75;65;29;0;SE;10
5008686;22/12/2023 18:00;;;;;75;28;1;E;10
5008686;23/12/2023 00:00;;;;;70;29;1;S;10
5008686;23/12/2023 06:00;;;;;75;30;60;S;0
5008686;23/12/2023 12:00;28;30;70;75;70;29;1;E;10
5008686;23/12/2023 18:00;;;;;75;28;0;E;10
5008686;24/12/2023 00:00;;;;;75;30;1;S;0
5008686;24/12/2023 06:00;;;;;75;30;1;W;10
5008686;24/12/2023 12:00;29;30;70;75;70;29;0;N;0
5008686;24/12/2023 18:00;;;;;75;29;0;W;10
5008237;18/12/2023 00:00;;;;;85;23;0;S;10
5008237;18/12/2023 03:00;;;;;60;26;0;S;10
5008237;18/12/2023 06:00;;;;;55;33;0;S;30
5008237;18/12/2023 09:00;;;;;75;24;1;S;30
5008237;18/12/2023 12:00;20;33;55;95;85;22;1;SW;20
5008237;18/12/2023 15:00;;;;;80;22;1;SW;10
5008237;18/12/2023 18:00;;;;;90;25;1;S;10
5008237;18/12/2023 21:00;;;;;95;20;3;NW;0
5008237;19/12/2023 00:00;;;;;85;22;1;SW;10
5008237;19/12/2023 03:00;;;;;70;26;0;SW;20
5008237;19/12/2023 06:00;;;;;55;33;1;SW;30
5008237;19/12/2023 09:00;;;;;60;26;0;SW;30
5008237;19/12/2023 12:00;22;33;55;85;80;22;1;SW;20
5008237;19/12/2023 15:00;;;;;85;22;1;SW;10
5008237;19/12/2023 18:00;;;;;85;24;1;SW;10
5008237;19/12/2023 21:00;;;;;85;24;1;SW;10
5008237;20/12/2023 00:00;;;;;85;23;1;SW;10
5008237;20/12/2023 03:00;;;;;75;25;1;SE;20
5008237;20/12/2023 06:00;;;;;65;27;1;S;20
5008237;20/12/2023 09:00;;;;;75;25;1;SE;10
5008237;20/12/2023 12:00;20;27;65;85;80;22;1;S;10
5008237;20/12/2023 15:00;;;;;80;21;1;S;10
5008237;20/12/2023 18:00;;;;;80;20;0;SW;10
5008237;20/12/2023 21:00;;;;;80;20;1;SW;10
5008237;21/12/2023 00:00;;;;;80;23;0;S;0
5008237;21/12/2023 06:00;;;;;70;27;1;S;20
5008237;21/12/2023 12:00;22;27;70;90;85;23;1;SW;10
5008237;21/12/2023 18:00;;;;;90;22;3;W;0
5008237;22/12/2023 00:00;;;;;85;23;1;S;0
5008237;22/12/2023 06:00;;;;;70;28;0;S;10
5008237;22/12/2023 12:00;22;28;70;95;90;23;3;SW;10
5008237;22/12/2023 18:00;;;;;95;22;3;SW;0
5008237;23/12/2023 00:00;;;;;95;23;3;SW;10
5008237;23/12/2023 06:00;;;;;65;28;0;S;10
5008237;23/12/2023 12:00;22;28;65;95;85;23;0;W;0
5008237;23/12/2023 18:00;;;;;85;22;0;W;0
5008237;24/12/2023 00:00;;;;;90;23;1;S;10
5008237;24/12/2023 06:00;;;;;75;28;60;S;10
5008237;24/12/2023 12:00;22;28;75;95;85;23;3;SW;10
5008237;24/12/2023 18:00;;;;;95;22;3;SW;0
5008669;18/12/2023 00:00;;;;;85;25;0;S;10
5008669;18/12/2023 03:00;;;;;55;31;0;S;10
5008669;18/12/2023 06:00;;;;;55;33;3;S;30
5008669;18/12/2023 09:00;;;;;60;30;1;S;30
5008669;18/12/2023 12:00;22;33;55;90;75;26;60;SW;20
5008669;18/12/2023 15:00;;;;;85;24;1;SW;10
5008669;18/12/2023 18:00;;;;;90;25;3;S;10
5008669;18/12/2023 21:00;;;;;90;22;3;SW;20
5008669;19/12/2023 00:00;;;;;75;26;0;SW;10
5008669;19/12/2023 03:00;;;;;60;31;0;SW;20
5008669;19/12/2023 06:00;;;;;55;33;1;SW;30
5008669;19/12/2023 09:00;;;;;60;30;1;SW;30
5008669;19/12/2023 12:00;24;33;55;90;80;26;0;SW;20
5008669;19/12/2023 15:00;;;;;85;24;1;SW;10
5008669;19/12/2023 18:00;;;;;90;25;0;SW;10
5008669;19/12/2023 21:00;;;;;90;25;0;SW;10
5008669;20/12/2023 00:00;;;;;65;26;0;SW;10
